ID,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,EARNINGS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC,EXP
3097,0,1,1981,30,30,10000,43,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.8673305,-.1459734,.1007902,-1.001555,-1.18971,-1.081807,-.4895211,-.5362445,-.0244872,27442,72,140,150,19,13,19,13,7,0,1,0,0,1,0,0,4,24.04,40,5.096154,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11.55769
3080,0,1,1983,28,24,40600,254,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,0,0,0,1,0,0,0,7,,0,1,0,0,,,,,0,0,1,0,0,0,1,0,0,0,-1.228851,-1.618883,-1.29507,-1.651789,-.9495018,-1.312522,-1.476499,-1.622135,-1.554336,5799,74,182,168,18,16,,16,2,0,1,0,0,0,1,0,6,16.83,40,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3.423077
5894,0,1,1981,30,22,40000,251,1,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,-1.080446,-.8050444,-.7343674,-.990954,-1.263404,-3.261729,-1.017236,-1.011046,-.8213251,15952,69,200,230,12,13,12,13,1,0,0,1,0,0,1,0,9,10,40,.5961539,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.096154
5529,0,1,1984,27,26,37200,294,0,0,0,1,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,14,,0,0,0,1,,,,,0,1,0,0,0,0,1,0,0,0,-.3181982,-.4818477,-.5508431,.6791632,.7302493,.0208636,-.4590867,-.1885985,-.5511025,33200,74,175,230,12,12,,12,1,0,1,0,0,1,0,0,3,18.1,40,7.153846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8.769231
1222,0,1,1982,29,19,12600,100,0,0,0,1,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,1,0,8,,0,1,0,0,,,,,1,0,0,0,0,0,1,0,0,0,-1.64908,-.8448966,-1.364683,-.7729809,-.4330341,-2.440028,-1.513894,-1.296705,-1.17871,13782,70,145,186,16,13,,13,4,0,1,0,0,0,1,0,10,10,35,2.519231,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,7.519231
2319,0,1,1982,29,21,33200,263,0,0,0,1,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,8,,0,0,1,0,,,,,0,1,0,0,0,0,1,0,0,0,.4671569,.5278834,.7081983,.259587,1.116503,.3885096,.5959488,.5486304,.658782,76424,76,330,365,12,11,,11,1,1,0,0,0,0,1,0,3,16.75,40,4.076923,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,10.15385
6331,0,1,1982,29,32,162000,749,1,0,0,0,0,0,0,0,1,0,0,1,0,15,0,0,0,0,0,1,0,0,10,9,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.3723205,.0315882,.2911755,.0772444,.185033,-.2984432,.2928625,.2154926,.1717304,48652,73,175,160,19,18,19,18,3,0,0,0,1,0,1,0,1,33.65,40,9.307693,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7.75
5081,0,1,1983,28,18,40000,170,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-.3678638,-.3030172,-.0562341,-.189868,-.3363805,-.4694149,-.3013298,-.2572291,-.1919725,33389,69,175,190,12,12,12,12,4,0,1,0,0,1,0,0,5,12,40,2.346154,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.692307
2275,0,1,1980,31,22,45200,284,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,1,0,0,0,0,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.7493927,1.306518,1.146418,.8103548,-.2697071,-.3439308,1.085432,1.122244,1.307703,90598,68,215,220,12,9,12,9,1,1,0,0,0,0,1,0,6,19.5,40,7.538462,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.942307
3938,0,1,1982,29,30,,,1,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,.6824036,.2455871,.7738099,.8119154,.3068659,.9330224,.6547003,.7027866,.543229,72386,67,138,130,14,16,14,16,3,0,0,1,0,0,1,0,2,13.37,24,9.288462,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5.25
2569,0,1,1982,29,29,16445,130,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,10,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,1.010602,.666755,1.408797,.1217699,.2335024,.2049274,1.125285,.8970471,1.106452,79806,72,235,215,11,12,,12,1,0,1,0,0,0,1,0,3,12.5,40,.6153846,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9.961538
2074,0,1,1982,29,29,60300,367,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,1,0,0,0,0,0,11,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,.0281389,.8762007,.6692762,-.1241805,-.9104741,.2055507,.4396943,.404968,.8237754,60600,73,190,196,14,14,14,14,1,1,0,0,0,0,1,0,7,15.35,37,.5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.903846
4643,0,1,1980,31,,28000,222,0,0,0,0,1,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.968414,2.145439,1.378839,1.851404,1.206961,1.088883,2.049761,2.054476,1.879025,99184,69,180,140,16,16,16,,1,0,0,0,1,0,1,0,8,17,40,1.596154,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.711538
746,0,1,1982,29,29,246474,1627,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,0,1,0,0,13,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.632899,1.021902,1.564485,1.678043,2.25949,1.681377,1.607652,1.649626,1.378869,97067,70,170,163,18,17,18,17,1,0,1,0,0,0,1,0,6,45,40,4.865385,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,7.403846
5077,0,1,1983,28,19,52400,280,0,1,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,8,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.5123033,.4744362,-.2308276,.2225231,.5345847,1.233318,.3480424,.2731675,.1295188,54210,72,135,106,12,16,12,16,2,0,1,0,0,0,1,0,2,10.41,40,5.576923,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5.769231
3582,0,1,1983,28,27,70500,367,1,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,1,0,0,0,0,11,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,.4664835,.1932781,.367461,.4091062,-.0262754,-.7527363,.4100041,.4013003,.2986372,65808,68,250,250,9,9,9,9,2,0,0,1,0,0,1,0,3,36.94,38,7.903846,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4.923077
5997,0,1,1981,30,13,25400,138,0,0,0,1,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-2.842911,-3.112362,-2.312382,-.9496089,-.2879161,-1.004198,-3.053471,-2.579904,-2.893284,2699,73,176,178,16,12,,12,4,0,0,1,0,1,0,0,14,9.5,18,.2692308,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.634615
8978,0,1,1982,29,24,77530,487,1,0,0,0,0,0,0,1,0,0,0,0,1,20,0,0,1,0,0,0,0,0,5,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.673391,.9080729,.9628602,.6263924,1.175523,1.842206,1.433309,1.166466,.9973336,87167,72,170,185,12,14,12,14,1,0,1,0,0,0,1,0,5,23.99,40,5.192307,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4.75
1666,0,1,1981,30,23,25000,126,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,-.5636408,-.8585441,-.2939913,-.0898424,.0363672,.5289786,-.6269066,-.5060087,-.6150128,29184,72,185,172,10,10,10,10,2,0,0,1,0,0,1,0,6,9.5,34,4.057693,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9.346154
1297,0,1,1980,31,32,,,0,1,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-.0497906,-.0366662,.7382917,.3417768,.2501024,.499176,.1649881,.2774144,.3737687,54161,68,220,225,18,16,4,16,2,0,1,0,0,0,1,0,9,16,40,5.653846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.519231
5652,0,1,1982,29,26,49000,255,1,0,0,0,0,0,1,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,11,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.6344526,.6246382,.502467,.4493505,.2855988,.6677789,.6579445,.6180516,.6006673,68093,66,125,130,12,12,12,12,2,0,0,1,0,0,1,0,9,10,20,.4230769,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.884615
2701,0,1,1980,31,24,96300,585,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.7632452,1.465879,1.921524,.8018738,.7880467,1.046182,1.349823,1.38524,1.806033,89196,72,165,155,14,16,14,16,1,0,1,0,0,1,0,0,8,22.95,35,7.192307,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,8.038462
2665,0,1,1983,28,30,,,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,0,0,1,0,0,12,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.3663192,-.3087086,-.5688941,-.1326209,.389836,.3284975,-.0402793,-.1808132,-.4683975,43724,73,175,200,13,16,13,16,2,0,1,0,0,1,0,0,5,21,60,4.326923,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.326923
5459,0,1,1982,29,17,47000,251,0,1,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,11,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-.8488315,.366246,-1.13671,-2.109807,-1.174748,-.8002554,-.6786515,-1.044147,-.4112631,20045,69,160,185,9,12,11,12,5,0,1,0,0,0,1,0,16,9.85,40,.6730769,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.692307
1267,0,1,1981,30,26,246474,1627,1,0,0,0,0,0,0,1,0,0,0,0,1,19,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,1.98309,1.173307,1.46084,1.445228,1.903593,1.578732,1.813231,1.695836,1.404338,98145,69,180,215,16,14,16,14,1,0,1,0,0,0,1,0,9,6.99,55,1.384615,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2.153846
664,0,1,1983,28,26,10000,92,0,0,0,1,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,1,0,0,8,,0,1,0,0,,,,,0,1,0,0,0,0,1,0,0,0,-.1686008,-.610356,.7422255,-.0128261,-1.390342,-1.311898,-.0568675,-.0144965,.0699309,44940,69,209,221,12,12,,12,2,0,1,0,0,0,1,0,17,11.03,39,.3461539,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9.596154
8911,0,1,1982,29,28,29256,156,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,8,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-.1455503,-.7128547,-1.658267,-.8270476,-.9274548,-.2498204,-.731986,-.9363049,-1.264857,19506,68,138,169,9,12,9,12,2,0,0,1,0,0,1,0,6,12.08,40,1.653846,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11.01923
1766,0,1,1982,29,24,,,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,1,0,7,,0,0,1,0,,,,,1,0,0,0,0,1,0,0,0,0,.3190416,.7509886,.5458374,-.4464604,-.2511915,-.1254583,.5312405,.3266074,.6911755,58786,62,135,145,16,9,16,9,1,0,1,0,0,0,1,0,11,8.25,23,1.153846,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.269231
2328,0,1,1982,29,33,90500,717,1,0,0,0,0,0,0,1,0,0,0,0,1,20,0,1,0,0,0,0,0,0,9,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.010113,1.35656,1.699044,2.208108,.9086118,.9127629,1.943893,2.034812,1.629092,99651,72,138,140,20,14,20,14,1,1,0,0,0,0,1,0,10,13.22,40,1.307692,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.730769
4614,0,1,1981,30,22,45000,356,1,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.067759,.0020045,.5255974,1.374199,-.0731011,.1222303,.7313422,.8303456,.280966,75776,72,185,205,11,10,11,10,2,0,0,0,1,0,1,0,6,20.48,40,.6923077,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,10.53846
5546,0,1,1984,27,28,87600,694,1,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,0,0,0,1,0,0,11,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.058528,.7862095,.9660076,1.368249,.9986445,.2088094,1.062776,1.168783,.9340251,93711,68,150,150,14,12,14,12,0,0,1,0,0,1,0,0,1,15,50,3.384615,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.4807692
1944,0,1,1984,27,36,34554,217,1,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,1,0,0,6,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,.8432814,.2136486,.3988567,-.4148923,1.031617,-.3659369,.6313062,.2906456,.326243,70219,72,230,210,20,17,20,17,2,0,0,0,1,0,1,0,6,7.2,50,1.442308,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.365385
5502,0,1,1981,30,25,11500,55,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-.6584772,-1.873901,-1.55618,-.4142425,-.9880845,-.7267985,-1.304863,-1.260652,-1.829576,10675,74,180,195,9,12,9,12,3,0,1,0,0,1,0,0,5,10,60,4.692307,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,12.55769
1922,0,1,1984,27,18,,,0,1,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,1,0,0,7,,1,0,0,0,,,,,0,0,1,0,0,1,0,0,0,0,.5736902,-.163126,.770285,.0112805,.9956769,.2945226,.4816774,.3329659,.3233919,60013,73,220,265,12,16,16,16,1,0,0,0,1,0,1,0,6,13,50,1.403846,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7.423077
5279,0,1,1980,31,27,56000,352,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.321608,.5768731,.1444514,1.160198,1.08859,.6010968,.9240828,.8957061,.3842738,82761,66,140,155,16,15,16,15,1,0,1,0,0,1,0,0,5,29.91,45,5.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8.673077
3728,0,1,1984,27,18,54700,433,1,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,0,1,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,.2327054,-.2507744,-.0848897,.4003486,.8862087,1.025735,.0352074,.0825901,-.1793941,60706,72,170,238,12,11,12,11,0,0,0,1,0,0,1,0,2,14.1,40,2.134615,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.461538
1810,0,1,1983,28,28,44500,212,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.229437,-.9814392,.0705408,1.663242,.8316658,1.18002,.4249166,.5539345,-.4861533,64358,73,240,285,16,16,16,16,3,0,1,0,0,0,1,0,4,40.38,40,5.230769,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.538462
4638,0,1,1983,28,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,1,9,,0,1,0,0,,,,,0,0,1,0,0,0,0,0,0,1,.144679,-.3269213,.4297364,.1779976,-.7246302,-.0283813,.1073185,.1184369,.0544369,55111,68,170,178,14,12,14,12,6,0,0,0,1,0,1,0,2,19.9,40,5.980769,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,9.326923
4245,0,1,1980,31,19,44900,282,1,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,1,,,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1.477665,-1.585881,-1.31346,-1.416981,-1.083465,-1.202622,-1.609226,-1.621966,-1.546544,4360,76,180,200,12,12,12,12,1,0,0,1,0,0,1,0,4,16,40,9.384615,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,13.28846
3888,0,1,1982,29,27,22000,138,0,0,0,1,0,0,0,1,0,0,1,0,0,13,0,0,0,0,1,0,0,0,7,,0,0,0,1,,,,,1,0,0,0,0,1,0,0,0,0,-.8530938,.8488817,-.4461207,-.5810971,1.038193,.2706928,-.3586083,-.2892548,.2143912,32051,71,200,188,12,12,,12,1,0,0,1,0,0,1,0,2,14.75,40,5.288462,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5.769231
6187,0,1,1980,31,25,,,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,.2176694,-.0582937,.9873934,.4923154,.8132705,2.292921,.3744832,.4580377,.4950755,59149,74,185,225,12,12,12,12,1,0,0,1,0,1,0,0,6,21,40,3.307692,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12.17308
2904,0,1,1980,31,20,20258,123,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-.2224142,-.9518529,-.943144,-1.252661,-1.294818,-1.038676,-.6433959,-.943679,-1.01095,20439,74,173,190,12,10,12,10,1,0,1,0,0,0,1,0,8,14,40,1.615385,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,11.25
2719,0,1,1984,27,23,12500,68,0,0,0,1,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,0,1,0,2,,1,0,0,0,,,,,0,0,1,0,0,1,0,0,0,0,-.7774622,-1.730554,-1.335958,-1.078534,-1.457633,-.611856,-1.27035,-1.378099,-1.635693,11434,67,160,155,12,11,,11,5,0,1,0,0,0,1,0,3,15,20,1.807692,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3.326923
4128,0,1,1984,27,19,17600,84,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,0,12,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.129922,-.3019976,.0897038,.3452218,.2130777,-.146511,.5621925,.3527555,-.1136035,68903,71,190,220,12,14,11,14,4,0,0,1,0,0,1,0,2,3.03,15,2.538461,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
5180,0,1,1980,31,28,67897,427,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.498982,.3537679,.7116023,.3863023,-.5016677,.9102879,.5665298,.5452245,.5677454,70813,71,290,295,12,16,12,16,1,0,1,0,0,1,0,0,11,13.29,55,2.076923,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.269231
1744,0,1,1983,28,19,50500,270,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-.0790923,-.6786535,-1.560852,.0454811,-.4046333,-2.424924,-.6592965,-.6367171,-1.194669,26271,74,186,232,13,12,13,12,2,0,0,1,0,0,1,0,2,31.95,40,6.269231,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,9.692307
2500,0,1,1983,28,22,36115,172,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,8,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,.028531,-1.151045,-.5388685,.4833153,.1258921,1.154462,-.4491295,-.3302883,-.901584,32536,72,185,185,12,13,12,13,3,1,0,0,0,0,1,0,3,15.45,40,7.384615,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.173077
3367,0,1,1980,31,31,65000,515,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-.8425804,-1.337734,-1.224495,-2.355197,-1.067968,-.6023173,-1.167568,-1.612457,-1.36677,6538,74,220,230,9,12,9,12,2,0,0,1,0,1,0,0,4,12,60,2.75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12.76923
3626,0,1,1984,27,23,42000,264,0,1,0,0,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.0174587,.2011274,-.8166257,.1141132,-.1613236,.1929135,-.1599805,-.1360464,-.3286232,49780,70,295,345,12,14,12,14,1,0,0,1,0,1,0,0,3,18,40,3.403846,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.769231
5191,0,1,1981,30,16,37000,198,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.080546,.3833323,.4577617,1.079482,3.422135,1.919403,.8245127,.8391778,.4481441,77800,72,180,195,12,12,12,12,2,0,1,0,0,0,1,0,9,5.25,35,.4807692,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,9.673077
2584,0,1,1983,28,30,51050,321,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,1,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,.6657465,-.435059,-.4476795,-.7930827,-.3182457,.9446979,.1228662,-.2832789,-.4711362,43085,75,180,200,16,12,16,12,1,0,1,0,0,0,1,0,8,12,15,.6153846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6.403846
3466,0,1,1982,29,35,61200,385,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,1,8,8,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-.4492399,.2239595,-.2292689,-.1050981,-.8092489,-1.524922,-.2487936,-.1572355,-.0032234,42322,73,185,220,13,17,13,17,0,0,0,1,0,0,1,0,8,13,45,2.384615,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8.480769
1086,0,1,1983,28,32,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,11,11,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.752636,.9001573,1.313825,2.150902,.4241273,1.205578,1.571125,1.711242,1.180274,96974,70,165,170,16,12,16,12,2,1,0,0,0,0,1,0,4,24,40,4.634615,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.153846
5494,0,1,1983,28,27,11500,91,0,0,0,0,1,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,11,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,.1031215,-2.47374,-1.182752,-.8323075,.1479836,-.3646889,-.9485244,-1.227877,-1.950315,16267,69,165,180,12,12,12,,8,0,1,0,0,1,0,0,8,14,50,2.346154,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6.384615
1778,0,1,1983,28,26,43500,207,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,9,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,.3460732,-.3792827,-.3564905,1.026103,-2.58147,-.6716983,-.0124332,.1774563,-.392763,49034,75,170,170,12,13,12,13,4,0,1,0,0,0,1,0,2,15,40,.4615385,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5
5109,0,1,1980,31,23,28700,133,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,.5448018,.4732886,-.2013995,1.543966,.1134319,-.8404443,.3736737,.6599558,.1446002,68775,69,235,235,15,12,15,12,3,0,1,0,0,0,1,0,5,9,20,.3461539,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.365385
2916,0,1,1981,30,32,37000,293,0,1,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,.0384106,.9684143,.5478386,.0564557,.4819888,1.33593,.437309,.4502121,.8081909,72091,70,220,240,12,12,12,12,2,0,1,0,0,0,1,0,4,13.31,65,6.288462,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.788462
2211,0,1,1984,27,31,,,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,6,,0,0,0,1,,,,,0,1,0,0,0,1,0,0,0,0,.6546742,.1965743,1.440858,.9781202,.0978392,.5180005,.8092883,.9144815,.8728128,82887,70,140,213,18,17,,17,2,1,0,0,0,0,1,0,3,21.5,40,4.192307,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.884615
